Order_ID,Customer_ID,Category,Product,Unit_Price,Quantity,Total_Amount,Discount_Rate,Net_Total,Payment_Method,Order_Date,Delivery_Date,City,State,Zip_Code,Email,Phone
7195,8423,Books,Biography,598.46,5,2992.3,0.28,2154.46,Debit Card,2023-09-14,2024-09-13,Lake Luis,Rhode Island,20792,zgarcia@rogers.com,785-380-2760x92807
8378,3631,Books,Fiction,1009.67,5,5048.35,0.07,4694.97,Credit Card,2024-01-21,2025-01-31,North Michaelfurt,New Mexico,20672,dgonzalez@walters-clark.biz,(328)838-6122x8978
4817,8982,Home Appliances,Microwave,1712.54,1,1712.54,0.08,1575.54,UPI,2024-03-28,2025-03-14,Williamschester,Kentucky,23366,bairdjill@brown.com,237.943.4945x6313
901,9524,Books,Biography,386.79,3,1160.37,0.03,1125.56,Debit Card,2025-06-23,2025-07-01,Roytown,Wisconsin,90910,,+1-803-457-2155x34670
766,8286,Groceries,Milk,1725.98,2,3451.96,0.06,3244.84,Net Banking,2024-06-16,2025-06-06,Lake Brandi,Mississippi,09868,ijones@gmail.com,001-705-501-7368x273
7551,3455,Groceries,Eggs,1627.65,4,6510.6,0.2,5208.48,Credit Card,2025-04-06,2025-04-29,Jessicachester,Georgia,88286,gregory44@davis.com,(006)728-9031
734,6265,Home Appliances,Blender,719.89,1,719.89,0.19,583.11,Credit Card,2025-06-13,2025-07-04,North Elizabeth,North Carolina,16307,belldaniel@yahoo.com,7183865637
5910,4666,Groceries,Bread,307.89,2,615.78,0.11,548.04,UPI,2023-09-01,2024-09-14,Fitzgeraldhaven,Pennsylvania,59600,jimmyharris@hunter-hunt.info,(838)370-7370
569,6141,Clothing,T-shirt,1732.49,5,8662.45,0.05,8229.33,Credit Card,2023-10-27,2024-02-11,East Lisafort,Arizona,21889,catherine17@perez-hudson.org,+1-662-619-5209x5808
1255,1128,Books,Fiction,1597.6,3,4792.8,0.26,3546.67,Credit Card,2023-09-21,2024-09-28,Garciafurt,New York,30903,christopher65@patton.com,188.225.5967x4233
9602,8087,Groceries,Eggs,1126.21,3,3378.63,0.06,3175.91,Net Banking,2025-07-30,2025-08-09,West Patricia,Mississippi,15514,,
3616,7958,Electronics,Laptop,532.51,4,2130.04,0.05,2023.54,Cash,2024-06-06,2025-07-19,South Patrickborough,California,70503,kingapril@gmail.com,3051146059
8354,2478,Books,Non-fiction,24.41,1,24.41,0.21,19.28,Cash,2024-02-03,2024-02-25,South John,Arizona,85037,michelle96@hotmail.com,302.297.2945
5318,2611,Groceries,Bread,255.95,3,767.85,0.14,660.35,Debit Card,2024-11-14,2025-07-10,Lloydside,Vermont,74647,lperez@rice.biz,088-407-4646
40,1000,Clothing,T-shirt,645.5,2,1291.0,0.03,1252.27,UPI,2025-02-23,2025-08-05,New Christian,Virginia,27487,thomas72@harris-owens.com,(747)150-7219x62887
9202,5808,Clothing,Shoes,1746.0,5,8730.0,0.19,7071.3,Debit Card,2023-09-18,2024-10-11,Port Joshuaside,Oklahoma,67270,matthew09@hammond-thompson.com,816-064-5074x7519
3393,1189,Electronics,Smartphone,972.3,5,4861.5,0.04,4667.04,Credit Card,2024-01-26,2025-02-26,Lake Derekmouth,New York,36307,tlove@jimenez.com,764.122.0933x2852
5441,9160,Groceries,Bread,1366.53,1,1366.53,0.05,1298.2,Net Banking,2024-03-09,2024-10-27,Carlostown,Pennsylvania,20781,lsandoval@salazar.com,741.929.8342x0197
3929,6780,Electronics,Headphones,1803.73,4,7214.92,0.19,5844.09,Cash,2024-07-01,2024-11-10,South Scott,Ohio,00822,stevensmith@myers.com,(499)721-6258x92430
1414,5446,Books,Fiction,1112.15,3,3336.45,0.19,2702.52,UPI,2023-08-12,2024-08-22,Clarkefort,Mississippi,81904,christine79@smith.com,817-600-2906x29172
5290,3651,Groceries,Cheese,983.26,1,983.26,0.05,934.1,Net Banking,2025-07-12,2025-08-09,North Brianna,Massachusetts,77771,rogersdebra@yahoo.com,(675)001-5216x0166
9748,1259,Groceries,Milk,1763.99,3,5291.97,0.08,4868.61,Debit Card,2024-05-10,2025-07-19,East Christopher,Maine,92380,nicolecruz@gmail.com,+1-947-130-7541
9161,7632,Home Appliances,Refrigerator,1598.6,2,3197.2,0.12,2813.54,Cash,2025-01-17,2025-06-22,South Manuelfurt,Washington,20448,roger94@jackson.info,546.129.3998
5182,2903,Home Appliances,Washing Machine,1836.65,2,3673.3,0.26,2718.24,UPI,2024-12-16,2025-06-06,East Deborahview,Massachusetts,49869,tamaraprice@gmail.com,0622232616
5124,6271,Clothing,Hat,1780.72,4,7122.88,0.05,6766.74,Net Banking,2023-10-17,2024-01-03,Goodwinport,Arkansas,00700,walkeredward@richard.com,(634)319-0283x407
6422,6544,Home Appliances,Refrigerator,1595.48,1,1595.48,0.12,1404.02,Cash,2025-06-09,2025-07-30,Michaelhaven,South Dakota,90217,craigtyler@hotmail.com,(325)694-3766x438
9437,5030,Electronics,Laptop,1274.54,2,2549.08,0.13,2217.7,Net Banking,2024-11-21,2025-07-30,Pierceberg,Massachusetts,10986,,126.687.2604
3127,7542,Clothing,Jacket,700.12,1,700.12,0.03,679.12,Net Banking,2025-03-30,,Bishopberg,Mississippi,09357,heathertaylor@lopez-long.com,001-542-781-1374x24991
8841,6273,Groceries,Eggs,1110.31,4,4441.24,0.21,3508.58,Credit Card,2024-06-19,2024-07-20,West Ryanchester,California,89045,sarah70@hotmail.com,+1-678-263-2179x22495
1958,4614,Books,Comics,1427.89,1,1427.89,0.0,1427.89,Credit Card,2025-05-04,2025-05-31,Pittmanbury,Hawaii,34814,xwarner@anderson.info,875.718.5353
8970,7261,Books,Textbook,1581.71,1,1581.71,0.07,1470.99,Debit Card,2024-07-18,2025-03-07,Steeleton,Virginia,81393,yperez@vang.com,393.745.8160x3194
1184,1880,Groceries,Eggs,1887.07,1,1887.07,0.09,1717.23,Cash,2025-01-09,2025-03-14,West Justin,Kansas,76921,vsmith@russell.org,(929)315-3823
9104,9669,Books,Textbook,522.58,1,522.58,0.07,486.0,UPI,2024-02-21,2024-04-23,Morganfort,Idaho,52332,eflores@williams.com,
4348,6493,Home Appliances,Microwave,1698.28,3,5094.84,0.19,4126.82,Net Banking,2023-08-08,2024-08-17,Mccoystad,Connecticut,73277,calvinhawkins@williams-soto.info,7696159718
252,8709,Electronics,Laptop,852.31,2,1704.62,0.19,1380.74,UPI,2023-08-21,2024-01-22,Pricestad,Hawaii,55603,fuentesandrew@yahoo.com,181-398-2344
1473,2276,Electronics,Smartwatch,230.06,1,230.06,0.14,197.85,UPI,2023-10-01,2024-09-28,New Robertside,Delaware,70886,laurencuevas@bates.org,(940)019-7858
6224,1077,Books,Non-fiction,1678.64,4,6714.56,0.19,5438.79,UPI,2023-11-19,2025-01-14,Port Vanessa,Delaware,59116,steven79@walker.biz,(174)892-5842x051
5358,4954,Groceries,Butter,1621.52,4,6486.08,0.12,5707.75,Cash,2024-12-19,2025-04-01,Stevenview,New Hampshire,89500,cmcmahon@yahoo.com,244.999.8510x005
97,9280,Books,Fiction,1346.89,2,2693.78,0.07,2505.22,Cash,2024-06-16,2025-06-20,Wattsburgh,South Dakota,78098,jonesjustin@hotmail.com,792.246.7559
7809,1848,Electronics,Headphones,600.79,1,600.79,0.11,534.7,Cash,2024-09-15,2024-10-14,Bonillamouth,Maryland,07257,,669-459-0442x3512
4793,1368,Groceries,Milk,1457.69,2,2915.38,0.07,2711.3,Cash,2024-11-07,,North Stephenborough,Vermont,37971,sarahnewman@sanchez.info,921-393-0156x2118
6484,4601,Electronics,Smartwatch,1554.63,2,3109.26,0.3,2176.48,UPI,2024-01-11,2025-06-25,Hayeschester,Michigan,34734,warrenmary@yahoo.com,676.635.0508x792
4170,1791,Clothing,Jeans,1299.38,5,6496.9,0.05,6172.05,Cash,2024-07-10,2025-06-10,Port Jeffrey,Maryland,13674,pachecothomas@yahoo.com,001-353-638-7516x8279
2393,7012,Groceries,Milk,1241.59,4,4966.36,0.26,3675.11,Debit Card,2024-08-15,2025-01-09,West Alexis,Mississippi,01754,timothy48@gregory.info,(362)104-9709
2445,9092,Electronics,Headphones,482.54,5,2412.7,0.18,1978.41,Credit Card,2023-09-06,2024-02-29,Lake Jane,New Hampshire,67560,gonzalezmaureen@yahoo.com,8365614795
4885,1578,Home Appliances,Washing Machine,334.95,4,1339.8,,1205.82,Debit Card,2023-10-29,2024-08-12,Martinfurt,California,64909,heidi89@martinez-byrd.com,(296)023-3657x614
1609,3483,Electronics,Smartphone,877.61,4,3510.44,0.12,3089.19,UPI,2023-10-13,2025-04-22,New Curtisstad,Minnesota,50312,jacksonsharon@gmail.com,
108,3742,Clothing,T-shirt,975.27,3,2925.81,0.16,2457.68,Debit Card,2024-05-16,2024-06-06,Kellybury,Wyoming,92083,wrightmindy@hernandez-dixon.com,752.140.9948
9878,7024,Clothing,Shoes,748.74,1,748.74,0.28,539.09,Debit Card,2025-04-19,2025-05-04,Greenstad,Wyoming,79517,bonnierussell@hotmail.com,(312)702-0387x440
1218,2514,Electronics,Smartwatch,1691.23,3,5073.69,0.05,4820.01,Net Banking,2024-01-24,2024-03-17,West Samanthaview,Massachusetts,35901,matthewwashington@gibson.com,
7493,5948,Groceries,Bread,836.72,3,2510.16,0.13,2183.84,UPI,2024-10-16,2025-02-25,Williamshire,Vermont,33748,matthew90@bright.net,057.612.8646x45138
304,7284,Electronics,Laptop,1505.51,2,3011.02,0.15,2559.37,Cash,2024-11-08,2024-11-15,West Georgeborough,Minnesota,65612,ramireztroy@kelly-clark.com,608.312.0038x13943
9240,2709,Electronics,Smartwatch,1295.56,3,3886.68,0.16,3264.81,Credit Card,2025-07-16,2025-08-01,Port Jasonbury,Utah,62721,kayla64@gmail.com,001-092-418-2441x5242
2475,6710,Home Appliances,Washing Machine,548.23,4,2192.92,0.0,2192.92,Credit Card,2025-06-05,2025-07-15,Maldonadobury,South Carolina,89020,dfloyd@yahoo.com,853-925-6726
2336,3882,Home Appliances,Toaster,1934.99,2,3869.98,0.01,3831.28,Credit Card,2025-04-28,2025-07-20,West Joseside,Indiana,63003,douglaswilkerson@guerrero-edwards.biz,430-865-1728
1072,5818,Groceries,Milk,1984.42,5,9922.1,0.29,7044.69,Credit Card,2024-09-30,2024-11-16,Port Thomas,California,59228,hjohnson@gmail.com,(010)366-6808x908
1513,7171,Electronics,Headphones,790.32,2,1580.64,0.24,1201.29,Debit Card,2025-06-23,2025-08-05,Anitaport,Utah,59276,michelejacobs@garcia.com,(962)520-7276x4045
170,2311,Electronics,Headphones,1526.23,1,1526.23,0.08,1404.13,Debit Card,2024-09-13,2025-03-27,New Stephenside,Wisconsin,66327,vargasshelby@garza-bender.net,+1-584-504-1745x9437
1627,4256,Groceries,Eggs,975.56,4,3902.24,0.11,3472.99,UPI,2024-07-08,2025-04-11,North William,Mississippi,82697,johnsonkimberly@maynard-johnson.net,327-245-8796
6005,7365,Home Appliances,Microwave,1338.43,4,5353.72,0.26,3961.75,Debit Card,2024-04-20,,Port Mary,North Carolina,31717,pmoody@hotmail.com,(511)204-7406x0063
5326,9793,Electronics,Camera,420.09,1,420.09,0.29,298.26,Net Banking,2024-01-25,2025-04-24,Ruizfort,New York,20187,ichristensen@walker-norris.com,530-330-6283
577,8962,Books,Biography,880.99,2,1761.98,0.23,1356.72,Cash,2025-02-05,2025-07-05,South Rebeccahaven,Colorado,24133,gloriabailey@rice.info,001-846-275-2768x54294
4048,9169,Home Appliances,Washing Machine,1331.17,2,2662.34,0.12,2342.86,Debit Card,2023-11-28,2025-02-04,South Ann,Arizona,41457,gpotter@yahoo.com,3320641150
8753,6152,Electronics,Laptop,409.78,2,819.56,0.28,590.08,Debit Card,2025-02-03,2025-05-14,Shelbychester,South Carolina,41243,michelle16@gmail.com,(989)672-0996x11817
8141,1829,Home Appliances,Washing Machine,548.24,5,2741.2,,2192.96,Credit Card,2024-07-24,2025-08-04,South Michaelland,Wisconsin,42950,mooreaudrey@dunn.com,+1-903-161-4801x522
6146,5266,Groceries,Cheese,1450.24,1,1450.24,0.15,1232.7,Net Banking,2024-06-24,,Austinchester,Wyoming,36630,shortdonna@smith.com,
1651,4745,Clothing,Jeans,1038.55,3,3115.65,,2492.52,Cash,2023-12-26,2025-02-17,Lake Rachelside,Ohio,82191,nfernandez@gmail.com,001-131-514-6542x9954
7518,2581,Clothing,Hat,263.91,5,1319.55,0.08,1213.99,UPI,2023-08-21,2024-06-03,Samuelbury,Kentucky,37908,piercesean@johnson.com,(470)763-7383
1731,5194,Clothing,Hat,786.39,2,1572.78,0.14,1352.59,Debit Card,2025-01-24,2025-04-17,Port Joe,Florida,50375,david59@yahoo.com,429-045-2411x313
8601,4366,Clothing,Hat,421.93,5,2109.65,0.0,2109.65,Credit Card,2024-10-24,2025-01-21,East Christian,Illinois,88246,xkey@gmail.com,122-198-5692
7064,4601,Books,Comics,185.91,5,929.55,0.12,818.0,Net Banking,2024-04-02,2025-01-01,Kingborough,Arkansas,29315,mkim@webb.com,867-750-1034x505
5285,5524,Clothing,T-shirt,1683.77,4,6735.08,0.17,5590.12,Cash,2023-09-06,2023-12-03,Davidview,Hawaii,94181,bbrown@yahoo.com,+1-179-952-9070
9730,6109,Electronics,Headphones,651.31,5,3256.55,0.15,2768.07,Cash,2024-01-10,2024-03-20,Williamview,Alaska,37155,calvinpayne@yahoo.com,507.327.6550
7741,7323,Books,Textbook,1695.18,3,5085.54,0.17,4221.0,Net Banking,2023-12-06,2024-08-03,South Shannonfort,Rhode Island,62351,kanerobert@rasmussen.com,523.527.4590x512
322,2779,Groceries,Cheese,299.1,4,1196.4,0.08,1100.69,Net Banking,2024-02-09,2024-04-11,North Cynthiaburgh,North Carolina,49108,lmarquez@hotmail.com,988-781-2223
9024,2127,Home Appliances,Refrigerator,260.06,5,1300.3,0.05,1235.28,Credit Card,2024-06-04,2025-05-07,Jessicaburgh,South Dakota,55572,nathan40@hotmail.com,001-332-552-5731x888
2192,2959,Books,Biography,1313.29,2,2626.58,0.15,2232.59,Debit Card,2025-02-02,2025-04-03,East Michaelstad,California,31604,nclarke@price.org,(734)273-0040
4152,9775,Home Appliances,Washing Machine,1588.12,1,1588.12,0.04,1524.6,Net Banking,2025-02-15,2025-04-22,Davisshire,North Carolina,72069,isaiahyoung@yahoo.com,162-420-3709
2974,7800,Home Appliances,Refrigerator,1520.82,1,1520.82,0.03,1475.2,Credit Card,2024-04-10,2024-10-31,Maxwellbury,Indiana,56846,hannahmorris@davis-yu.biz,3685257201
7876,3247,Home Appliances,Washing Machine,219.36,3,658.08,0.0,658.08,UPI,2024-06-01,2024-09-28,Port Johnathanchester,Illinois,97152,douglasmurphy@yahoo.com,001-744-627-1248
2488,5614,Home Appliances,Toaster,1780.48,2,3560.96,0.11,3169.25,Cash,2024-05-23,2025-03-15,New Cathymouth,Mississippi,99595,xhull@robinson.com,
7672,6338,Home Appliances,Microwave,1042.22,2,2084.44,0.2,1667.55,Credit Card,2024-05-14,2025-04-01,Katherinefurt,Alabama,06353,aprilmorse@miller.net,006-226-1505x85970
501,6352,Home Appliances,Washing Machine,1656.31,3,4968.93,0.22,3875.77,Debit Card,2024-07-11,2025-02-02,Clarkview,Kentucky,15634,mooreholly@hotmail.com,001-132-671-2009
938,3671,Electronics,Headphones,480.09,5,2400.45,0.05,2280.43,Debit Card,2023-09-08,2023-11-03,Port Christy,Delaware,41931,tfranklin@gmail.com,
2626,8709,Home Appliances,Microwave,1128.65,3,3385.95,0.24,2573.32,Cash,2024-01-25,2024-12-22,Lake Corey,Nebraska,72532,,+1-107-063-7320
4605,1391,Home Appliances,Blender,1537.96,1,1537.96,0.08,1414.92,UPI,2023-10-14,2024-08-05,Lake Ashley,New Jersey,62296,matthew35@thornton.com,4955586003
6018,8857,Books,Non-fiction,1112.22,1,1112.22,0.12,978.75,Credit Card,2024-10-17,2024-12-30,Angelaport,Missouri,06695,chenderson@gmail.com,287.077.6991x26818
4788,9275,Clothing,Hat,1272.27,2,2544.54,0.29,1806.62,Credit Card,2024-10-09,2025-05-19,South Stephanie,Kansas,11011,colinwilson@lucero.biz,
440,7284,Groceries,Butter,204.38,5,1021.9,0.05,970.8,Credit Card,2025-06-14,2025-08-07,West Jenniferberg,Montana,10130,michelle10@hanson.org,117-765-2523
7552,2842,Electronics,Camera,790.48,4,3161.92,0.22,2466.3,Net Banking,2024-09-28,2024-11-15,Salinashaven,Minnesota,34496,gkaufman@peters-hunter.net,001-977-612-8077
625,7820,Groceries,Bread,70.49,1,70.49,0.26,52.16,Cash,2024-11-15,2025-07-16,Joyceport,Missouri,63214,wforbes@gmail.com,789.160.8177x76017
1509,1195,Home Appliances,Refrigerator,233.59,5,1167.95,0.21,922.68,Cash,2024-04-23,2025-07-25,Nicholasmouth,North Carolina,73831,skinnernicole@yahoo.com,+1-361-676-7397
9346,9225,Books,Textbook,999.47,2,1998.94,0.06,1879.0,Cash,2023-08-11,2024-05-22,Schneiderfort,Georgia,93014,codymendez@hotmail.com,+1-457-027-1278
8766,4371,Clothing,Hat,1332.89,3,3998.67,0.3,2799.07,Credit Card,2025-06-21,2025-06-23,Laurieside,Wisconsin,18562,rhardy@hotmail.com,570-763-3094x277
2535,6048,Home Appliances,Refrigerator,271.49,5,1357.45,0.16,1140.26,Net Banking,2023-08-13,2024-09-01,East Monicabury,Nebraska,35123,steven90@yahoo.com,+1-045-265-5249x8704
8889,2873,Groceries,Eggs,160.36,4,641.44,0.03,622.2,Debit Card,2025-05-24,2025-06-12,East Danamouth,Vermont,17312,sheilagallagher@ho.com,
656,1241,Books,Biography,248.22,3,744.66,0.0,744.66,Net Banking,2024-07-01,2025-04-05,Tiffanymouth,Ohio,73730,vhamilton@henry-clark.com,034.480.4782x72511
3413,8977,Groceries,Bread,1322.67,4,5290.68,,3968.01,Cash,2024-05-30,2024-07-03,Armstrongport,Rhode Island,11799,anthonynixon@hernandez-gray.biz,(100)734-0278
7355,5171,Clothing,Hat,1958.41,1,1958.41,0.24,1488.39,Credit Card,2024-12-10,2025-01-10,North Henry,West Virginia,95441,,016.012.8436x228
519,8699,Clothing,Hat,711.63,4,2846.52,,2448.01,Cash,2024-09-17,2024-11-19,Lake Albert,Utah,94169,prollins@gmail.com,001-119-193-8488x416
4990,6416,Home Appliances,Washing Machine,1110.82,3,3332.46,0.25,2499.35,Cash,2024-06-22,2024-07-01,Adamhaven,Florida,49268,davisdawn@blevins-cervantes.com,0515325131
347,3576,Books,Biography,1606.66,2,3213.32,0.21,2538.52,Debit Card,2025-03-26,2025-04-10,South Johnland,Nevada,99240,,
5131,5418,Clothing,T-shirt,965.53,4,3862.12,0.28,2780.73,Cash,2024-03-26,2025-01-19,Smithstad,Tennessee,30337,angela08@campbell-sanchez.com,(544)707-4539x857
2305,2820,Home Appliances,Washing Machine,1345.11,1,1345.11,0.14,1156.79,Cash,2023-10-24,2025-05-31,Gutierrezchester,West Virginia,72384,gregg90@stein.biz,126.329.0830
2139,9485,Electronics,Headphones,765.64,1,765.64,0.08,704.39,Credit Card,2024-12-05,2025-01-27,New Allisonburgh,North Carolina,74428,jenniferpaul@peterson.com,+1-799-134-4099x3481
316,9422,Clothing,Jeans,1709.85,4,6839.4,0.01,6771.01,UPI,2024-11-07,2025-01-09,Sanchezhaven,Georgia,23957,michaelalvarez@rivera.com,001-555-173-3116
9364,7179,Books,Comics,1718.47,2,3436.94,0.06,3230.72,Debit Card,2023-11-08,2024-09-12,Port Brittanyborough,Oklahoma,86882,xjones@williams.com,001-798-450-3875x5972
674,2576,Books,Textbook,1329.76,5,6648.8,0.24,5053.09,Debit Card,2023-11-30,2025-04-15,Lake Patricktown,Florida,73956,jenniferdouglas@martinez-weaver.org,001-510-091-8819
2997,1932,Electronics,Smartphone,1829.81,2,3659.62,0.29,2598.33,Credit Card,2023-10-22,2025-03-25,New Rebeccastad,Idaho,43872,kbecker@porter.com,
9639,2400,Home Appliances,Washing Machine,383.46,5,1917.3,0.28,1380.46,UPI,2024-12-31,2025-02-15,Jacksonton,Washington,03663,jose86@yahoo.com,324-417-9940x9620
3353,4764,Home Appliances,Blender,502.29,4,2009.16,0.06,1888.61,Debit Card,2024-07-21,2024-09-13,North Christinamouth,North Carolina,85970,dawn33@yahoo.com,+1-878-048-6700x73720
484,6608,Books,Biography,1953.88,2,3907.76,0.27,2852.66,Credit Card,2024-03-02,2024-03-07,Martinfurt,Alaska,61003,gmiller@harper.com,006.582.6381x450
1684,8478,Books,Biography,150.3,3,450.9,0.16,378.76,Credit Card,2024-09-17,2024-11-23,East Timothyborough,Texas,14407,monica56@gardner.com,(018)107-5562
8883,1622,Electronics,Camera,1365.73,5,6828.65,0.17,5667.78,Credit Card,2025-06-06,,Helenmouth,Utah,97795,cody48@yahoo.com,(787)618-2289
9051,4805,Home Appliances,Microwave,1671.31,5,8356.55,0.12,7353.76,Credit Card,2024-01-30,2024-04-08,Cuevasville,Montana,44517,,205.712.0753x1983
7611,6059,Books,Textbook,517.54,5,2587.7,0.2,2070.16,UPI,2025-06-14,2025-07-13,Port Rebeccaville,Michigan,40389,ysmith@gutierrez.info,001-351-695-7409x14437
8912,3822,Clothing,T-shirt,567.06,4,2268.24,0.09,2064.1,Debit Card,2025-02-23,2025-06-13,West Jenniferbury,Arizona,03579,stephanie90@bridges.com,+1-928-258-1048
1124,7388,Home Appliances,Refrigerator,61.95,4,247.8,0.2,198.24,UPI,2023-10-08,2024-09-06,Sanchezfort,Virginia,64032,dherman@gmail.com,001-105-638-9988x9555
5577,8761,Clothing,Shoes,831.48,1,831.48,0.28,598.67,Cash,2025-03-15,2025-05-16,Lake Elizabeth,Rhode Island,33303,wallthomas@hotmail.com,+1-502-544-9920x0975
6267,5723,Groceries,Butter,809.07,2,1618.14,,1343.06,UPI,2024-04-24,2024-10-01,East Davidside,Vermont,58355,emily04@jenkins.info,4007904321
1596,8495,Clothing,Jacket,1357.2,4,5428.8,0.29,3854.45,Credit Card,2025-01-08,2025-03-24,Anthonyton,Ohio,37017,matthewsmary@george.com,538-561-8604
762,2105,Clothing,Hat,581.6,2,1163.2,,1116.67,Debit Card,2024-12-28,2025-01-10,Batestown,Utah,42300,dayzachary@gmail.com,(255)780-1227x1314
8665,6337,Books,Comics,906.88,5,4534.4,0.03,4398.37,UPI,2023-12-11,2024-04-13,Douglasburgh,New Jersey,98520,christina40@hotmail.com,251.535.2824x23717
